Date,Open,High,Low,Close
2020-08-11,1354.3,1359.3,1346.3,1351
2020-08-12,1351,1351.1,1303.5,1320.3
2020-08-13,1333.6,1362.8,1332.8,1345.7
2020-08-14,1340.3,1345.7,1299.1,1299.1
2020-08-18,1310,1312.4,1249.4,1262.2
2020-08-19,1272.2,1290.9,1265.9,1290
2020-08-20,1280.2,1290.5,1232.3,1243.5
2020-08-21,1256.9,1266.6,1225.7,1253.5
2020-08-24,1253.2,1292.8,1237.6,1290.4
2020-08-25,1299,1318.5,1293.8,1314
2020-08-26,1320,1325.1,1294.4,1316.2
2020-08-27,1318.9,1320.2,1301.3,1310.5
2020-08-28,1318.6,1344.2,1311.7,1325.5
2020-08-31,1327.1,1342.8,1313.7,1331.7
2020-09-01,1331.7,1343.2,1327.7,1337
2020-09-02,1345.1,1369.4,1343.4,1362.1
2020-09-03,1369.4,1373.7,1364.5,1368.6
2020-09-04,1319.9,1351.2,1315,1345.1
2020-09-07,1348.1,1370.8,1341.1,1365.8
2020-09-08,1369.7,1390.1,1365.4,1376.4
2020-09-09,1357,1370.2,1348.1,1348.1
2020-09-10,1367.2,1370.7,1355.2,1366
2020-09-11,1356.1,1361.1,1332.9,1358.3
2020-09-14,1365.5,1372,1354.9,1370.2
2020-09-15,1378.1,1389.8,1369,1386.3
2020-09-16,1388,1401.9,1378.3,1379.7
2020-09-17,1382.5,1385.8,1352.2,1355.4
2020-09-18,1362.5,1380,1352.8,1378.4
2020-09-21,1378.4,1387.2,1323.1,1342.7
2020-09-22,1340,1344.2,1285,1286.1
2020-09-23,1304.1,1308.6,1260.4,1292.7
2020-09-24,1267.9,1275,1225.4,1232
2020-09-25,1243,1252.5,1214.8,1228.5
2020-09-28,1255,1283,1239.3,1278
2020-09-29,1290.7,1299.3,1279.3,1291.2
2020-10-05,1291.7,1318,1287.2,1312.5
2020-10-06,1317.8,1321.9,1296.8,1307.4
2020-10-07,1298,1319.8,1296.1,1316.5
2020-10-08,1322.1,1324,1307,1312.7
2020-10-12,1321.1,1323.7,1306.3,1320.2
2020-10-13,1325.2,1327.9,1295.8,1308.7
2020-10-14,1308.7,1313.4,1280.1,1285.8
2020-10-15,1280.6,1284.5,1239.9,1250
2020-10-16,1254.2,1260.4,1219.7,1242
2020-10-19,1242.9,1262.3,1221.2,1225
2020-10-20,1220,1245.2,1196,1242
2020-10-21,1240,1254.4,1220,1254.4
2020-10-22,1242,1244.7,1210.5,1213
2020-10-23,1218.2,1220.7,1191,1202.1
2020-10-26,1199.5,1205.4,1153.7,1164.1
2020-10-27,1151.9,1196.8,1143.6,1176.9
2020-10-28,1175.1,1215.3,1173.6,1214.8
2020-10-29,1194,1242.8,1190.1,1242
2020-10-30,1240.2,1241.1,1185.9,1187.7
2020-11-02,1190.1,1219.1,1183.4,1209
2020-11-03,1217,1243.9,1215,1234.5
2020-11-04,1244.4,1269.4,1223.7,1259.4
2020-11-05,1269,1289.1,1267,1282.4
2020-11-06,1289.7,1291,1250.5,1260.2
2020-11-09,1272.3,1285,1268,1274.6
2020-11-10,1265.6,1269,1240.6,1249.6
2020-11-11,1251,1265.9,1231.7,1257.9
2020-11-12,1264.1,1274.2,1242.9,1250.9
2020-11-13,1248.1,1258.5,1226.5,1255.9
2020-11-16,1264.9,1279.9,1258.9,1272.6
2020-11-17,1270.3,1272.3,1246.8,1255.1
2020-11-18,1261,1280.4,1249.7,1275.9
2020-11-19,1274.3,1296.9,1263,1294
2020-11-20,1291.9,1317.2,1290,1308.8
2020-11-23,1316.8,1328.2,1306.7,1316.5
2020-11-24,1322,1324.3,1297,1306.5
2020-11-25,1310,1331.7,1286.2,1302
2020-11-26,1304,1327.3,1288.5,1322.9
2020-11-27,1323.6,1351.4,1321.1,1344.5
2020-11-30,1352,1361.9,1340.2,1342.5
2020-12-01,1351,1359.5,1335.8,1353.3
2020-12-02,1358.4,1373.5,1345.8,1367.2
2020-12-03,1367.2,1395,1367.1,1395
2020-12-04,1398.5,1424.9,1394.7,1423.8
2020-12-07,1436.5,1472.9,1423.6,1471.8
2020-12-08,1467.5,1486,1408.7,1412.5
2020-12-09,1419.1,1437.3,1401.9,1424.5
2020-12-10,1407.6,1453.5,1407.6,1445.1
2020-12-11,1446.9,1454,1438.2,1448.8
2020-12-14,1454.5,1474.6,1439.3,1455.5
2020-12-15,1457.5,1461.2,1429,1449
2020-12-16,1457.2,1472.5,1445.9,1463
2020-12-17,1462.2,1487.5,1460.2,1474.4
2020-12-18,1477,1480.9,1468.2,1475.5
2020-12-21,1480.6,1503.6,1467.6,1500
2020-12-22,1497.1,1505.5,1444,1446.9
2020-12-23,1462.5,1474.2,1434.1,1444
2020-12-24,1448.5,1471.9,1435.5,1464.5
2020-12-28,1475,1483.3,1462.3,1482
2020-12-29,1510,1526.9,1488.2,1522
2020-12-30,1525.1,1536.2,1511.9,1525
2021-01-04,1523.1,1524.7,1493.2,1516.5
2021-01-05,1508.1,1525.9,1482.7,1523
2021-01-06,1522,1527.9,1500,1508.5
2021-01-07,1515.7,1527,1498.2,1511.9
2021-01-08,1524.2,1528.8,1502.8,1525.5
2021-01-11,1533.5,1561,1482.2,1523
2021-01-12,1521.2,1534.5,1488,1521
2021-01-13,1523.9,1532,1507.4,1520.2
2021-01-14,1508.2,1594.6,1497.2,1503.4
2021-01-15,1504.1,1508.9,1461.8,1468.6
2021-01-18,1451.4,1479.9,1423.1,1432.1
2021-01-19,1437,1467.9,1416.6,1450.6
2021-01-20,1460.5,1499.1,1458.6,1490.7
2021-01-21,1502.4,1502.4,1473.6,1482.5
2021-01-22,1489.6,1492.9,1470.6,1480.7
2021-01-25,1487,1532.9,1484.5,1524.6
2021-01-26,1531.4,1549.5,1505.3,1514.5
2021-01-27,1520,1528.6,1491.1,1494
2021-01-28,1463.9,1489.4,1454.8,1462.9
2021-01-29,1475,1477.8,1403.7,1420.9
2021-02-01,1419,1480.3,1415.7,1478.9
2021-02-02,1483.1,1498.8,1462,1480.2
2021-02-03,1486.1,1495.5,1456.2,1484
2021-02-04,1480,1482.7,1450.3,1467.3
2021-02-05,1468.4,1481.1,1458.1,1472.4
2021-02-08,1469,1475.5,1451.9,1460
2021-02-09,1464.6,1466.5,1447.2,1449.1
2021-02-10,1449.1,1459.8,1431,1457.1
2021-02-15,1461.6,1485,1455.1,1479
2021-02-16,1481,1487.7,1446.5,1453.7
2021-02-17,1448.8,1453.8,1432.2,1441.5
